coef_conv,se_conv,pv_conv,coef_bc,se_bc,pv_bc,coef_rob,se_rob,pv_rob,bandwidth,controls,h_opt,check_type,sample,cutoff,polynomial
0.016756808552159885,0.054430066412553886,0.7581893069194354,0.18404425839115662,0.054430066412553886,0.0007214433404651639,0.18404425839115662,0.04392902781493652,2.7946894315442935e-05,2.56,False,8.519504341022683,bandwidth,Full Sample,,
0.003538662077954474,0.04272606302227955,0.9339929997050853,0.04823266251653688,0.04272606302227955,0.2589478219498963,0.04823266251653688,0.10130403298485689,0.6339903917829752,3.32,False,8.519504341022683,bandwidth,Full Sample,,
-0.0017706199814428447,0.038351393456462886,0.9631760805473496,0.02471648342457064,0.038351393456462886,0.5192679858203891,0.02471648342457064,0.07856409045649805,0.7530632472747816,4.08,False,8.519504341022683,bandwidth,Full Sample,,
-0.002118947182456976,0.03435289707084233,0.9508162650222323,0.006149866226601797,0.03435289707084233,0.8579217555208641,0.006149866226601797,0.0665568356339064,0.926380064982673,4.84,False,8.519504341022683,bandwidth,Full Sample,,
-0.0045696928122820335,0.031705192672610495,0.8853972328661006,0.004276790527935226,0.031705192672610495,0.8926969237169085,0.004276790527935226,0.05481466980488239,0.9378099671626708,5.6,False,8.519504341022683,bandwidth,Full Sample,,
-0.005061165226590919,0.02950945568123609,0.863822808508395,-0.0019434620988293128,0.02950945568123609,0.9474901137736632,-0.0019434620988293128,0.04750844460711727,0.9673694637832108,6.37,False,8.519504341022683,bandwidth,Full Sample,,
-0.005058714667555697,0.02787062474221447,0.8559696059048698,-0.004384071503139797,0.02787062474221447,0.8750077916462021,-0.004384071503139797,0.044058613212389054,0.9207369722730224,7.13,False,8.519504341022683,bandwidth,Full Sample,,
-0.005474752608399219,0.02633401878906885,0.8353097147214215,-0.004378258188167478,0.02633401878906885,0.8679534123259881,-0.004378258188167478,0.04141750181835272,0.9158121763998233,7.89,False,8.519504341022683,bandwidth,Full Sample,,
-0.003977206913192838,0.02487277601290587,0.8729582640525728,-0.006832624520528852,0.02487277601290587,0.7835444776807539,-0.006832624520528852,0.0385553836898388,0.8593388578648277,8.65,False,8.519504341022683,bandwidth,Full Sample,,
-0.0016780845850856707,0.023823505956478225,0.943844897298354,-0.008924506290942102,0.023823505956478225,0.7079510742052098,-0.008924506290942102,0.03661522139132055,0.8074340485721698,9.42,False,8.519504341022683,bandwidth,Full Sample,,
0.0002695032265175312,0.02306537094962263,0.9906774718139991,-0.00912510697360755,0.02306537094962263,0.6923858629805374,-0.00912510697360755,0.035272871792797277,0.7958663905305262,10.18,False,8.519504341022683,bandwidth,Full Sample,,
0.0014550137866618518,0.022451916103971008,0.9483286446346839,-0.007566332443723178,0.022451916103971008,0.7361156673139466,-0.007566332443723178,0.03419714427534123,0.824892900894368,10.94,False,8.519504341022683,bandwidth,Full Sample,,
0.0004680033318083532,0.02187280761543864,0.9829292997434822,-0.0008509390078243195,0.02187280761543864,0.9689669529488717,-0.0008509390078243195,0.03294500462952477,0.9793936707851378,11.7,False,8.519504341022683,bandwidth,Full Sample,,
-0.00023035658718961738,0.021387517454982845,0.9914064635488956,0.002906851278153766,0.021387517454982845,0.891889702806747,0.002906851278153766,0.03189841345153685,0.9273905691331569,12.47,False,8.519504341022683,bandwidth,Full Sample,,
-0.0007888513436136724,0.020993133379128927,0.9700252360729156,0.0051574557464122706,0.020993133379128927,0.8059350172790388,0.0051574557464122706,0.031095726373498007,0.8682691876549572,13.23,False,8.519504341022683,bandwidth,Full Sample,,
-0.0013893035812531096,0.02066183301953684,0.9463905674442196,0.006804311789328055,0.02066183301953684,0.7419154037310581,0.006804311789328055,0.030464921792480264,0.823263843435968,13.99,False,8.519504341022683,bandwidth,Full Sample,,
-0.000927966565448024,0.02033037122998685,0.963593720372966,0.005755739485314826,0.02033037122998685,0.7770922112802392,0.005755739485314826,0.02973908545492902,0.8465351114477102,14.75,False,8.519504341022683,bandwidth,Full Sample,,
-0.00048137994944130735,0.02004880636156023,0.9808443095510296,0.005052971279469631,0.02004880636156023,0.8010151531336482,0.005052971279469631,0.02913653015375971,0.8623182243899428,15.51,False,8.519504341022683,bandwidth,Full Sample,,
-5.304860212357321e-05,0.019811256992736476,0.9978635070939091,0.004551118102571083,0.019811256992736476,0.8183063658528045,0.004551118102571083,0.02865598716269768,0.8738113998603738,16.28,False,8.519504341022683,bandwidth,Full Sample,,
0.0003360404026582775,0.019614905753377137,0.9863313983072721,0.004210447272326612,0.019614905753377137,0.8300359247778194,0.004210447272326612,0.028273958625829716,0.8816198474505085,17.04,False,8.519504341022683,bandwidth,Full Sample,,
0.0013255379511869047,0.05055277376405698,0.9790811659305011,1.5304620098907413,0.05055277376405698,2.480618663226861e-201,1.5304620098907413,0.15421999696971586,3.277346479065118e-23,2.56,True,8.519504341022683,bandwidth,Full Sample,,
-0.004750354664936425,0.03976512685006266,0.9049106771784341,0.01928923532068421,0.03976512685006266,0.6276201766361424,0.01928923532068421,0.09324825330185915,0.8361200199623917,3.32,True,8.519504341022683,bandwidth,Full Sample,,
-0.006731599169478438,0.03575153410746085,0.8506505778609288,0.004597605505918371,0.03575153410746085,0.8976750910617449,0.004597605505918371,0.07260814675009512,0.9495110577396142,4.08,True,8.519504341022683,bandwidth,Full Sample,,
-0.0040143345734905125,0.031953597698074876,0.9000247130842728,-0.009556444623795029,0.031953597698074876,0.7648846740028549,-0.009556444623795029,0.06192104894641093,0.8773473904383065,4.84,True,8.519504341022683,bandwidth,Full Sample,,
-0.005465493288632459,0.029500453234200825,0.8530187475756427,-0.004151910611110084,0.029500453234200825,0.8880748936327107,-0.004151910611110084,0.05134301628209197,0.9355484225408236,5.6,True,8.519504341022683,bandwidth,Full Sample,,
-0.0038468996446874067,0.02741936522627353,0.888424038999768,-0.009803241948199424,0.02741936522627353,0.7206951725801287,-0.009803241948199424,0.044384714345079936,0.8251938309281563,6.37,True,8.519504341022683,bandwidth,Full Sample,,
-0.0019298456805783414,0.02585217741351258,0.9404937867802285,-0.011142535707214348,0.02585217741351258,0.6664614166123753,-0.011142535707214348,0.041128885238787535,0.7864544675527573,7.13,True,8.519504341022683,bandwidth,Full Sample,,
-0.001315723286047875,0.024402287164768607,0.9570004705669958,-0.008842717420416587,0.024402287164768607,0.7170736986583208,-0.008842717420416587,0.038639302995004794,0.8189832317745408,7.89,True,8.519504341022683,bandwidth,Full Sample,,
-0.0006016194305415879,0.02305163332708588,0.9791785527915142,-0.005925823161600018,0.02305163332708588,0.7971267525661745,-0.005925823161600018,0.03592868761400321,0.8689967851567271,8.65,True,8.519504341022683,bandwidth,Full Sample,,
0.0004154978154804383,0.022102773727306336,0.9850018928993124,-0.004402362060039168,0.022102773727306336,0.8421243647115022,-0.004402362060039168,0.03408057594623668,0.8972190925387091,9.42,True,8.519504341022683,bandwidth,Full Sample,,
0.0011591337177276773,0.021425010648701226,0.9568539809355826,-0.002787366746318791,0.021425010648701226,0.8964883122848555,-0.002787366746318791,0.03278262477642629,0.9322409317153836,10.18,True,8.519504341022683,bandwidth,Full Sample,,
0.001338974190396454,0.020874549777017738,0.9488556788081824,-0.0006886180324835647,0.020874549777017738,0.9736838367444627,-0.0006886180324835647,0.0317357968156871,0.9826884893433052,10.94,True,8.519504341022683,bandwidth,Full Sample,,
-0.0003313116474622617,0.020348577522676554,0.9870095701373883,0.005262871233264805,0.020348577522676554,0.7959162354060358,0.005262871233264805,0.03052791416846005,0.863126707389633,11.7,True,8.519504341022683,bandwidth,Full Sample,,
-0.0009786634156051638,0.019906056517778364,0.9607885182051655,0.006681289285809047,0.019906056517778364,0.7371415806423179,0.006681289285809047,0.029535456369684573,0.8210361526262571,12.47,True,8.519504341022683,bandwidth,Full Sample,,
-0.0011789886839301406,0.019543014658775736,0.9518944956894999,0.006729968212468864,0.019543014658775736,0.7305703460299973,0.006729968212468864,0.028778996661501376,0.8151014353964452,13.23,True,8.519504341022683,bandwidth,Full Sample,,
-0.0013592322292774166,0.019236925862732953,0.9436703819154825,0.006713595422988822,0.019236925862732953,0.7270928883884556,0.006713595422988822,0.028195583816647177,0.8117972928818721,13.99,True,8.519504341022683,bandwidth,Full Sample,,
-0.001119508835163342,0.01893419167874607,0.9528515051181139,0.005817532633164124,0.01893419167874607,0.7586530002799794,0.005817532633164124,0.02754495306047982,0.8327301188092353,14.75,True,8.519504341022683,bandwidth,Full Sample,,
-0.000944548017294418,0.018675558761601423,0.9596628346931835,0.005320256427214568,0.018675558761601423,0.7757375868223381,0.005320256427214568,0.02699706406365961,0.8437743534562437,15.51,True,8.519504341022683,bandwidth,Full Sample,,
-0.000737700708835342,0.018456318883604526,0.9681169727296784,0.004858201670602288,0.018456318883604526,0.792375612221952,0.004858201670602288,0.026557471379076464,0.8548516602783405,16.28,True,8.519504341022683,bandwidth,Full Sample,,
-0.00047346567299973727,0.01827433837965192,0.9793301030698138,0.004367575013990162,0.01827433837965192,0.8111052372902383,0.004367575013990162,0.026207408181082924,0.8676421334577332,17.04,True,8.519504341022683,bandwidth,Full Sample,,
0.009489767217604916,0.023760664909547684,0.6896060081274309,0.01714093329422911,0.023760664909547684,0.4706637150871794,0.01714093329422911,0.029790360691222526,0.5650307965202754,,False,,cutoffs,Full Sample,-3.0,
0.028682554447739428,0.02429037830304388,0.2376744017268977,0.04052129243902519,0.02429037830304388,0.09527534993222236,0.04052129243902519,0.03057777787483121,0.18510893313012178,,False,,cutoffs,Full Sample,-2.0,
0.006665170345180271,0.025857681655847765,0.7965893215355548,0.006543539877567811,0.025857681655847765,0.8002219990557755,0.006543539877567811,0.0339798464732469,0.8472948002615307,,False,,cutoffs,Full Sample,-1.0,
-0.0044866029137847485,0.02531210217494233,0.8593110051509627,-0.006451284600410334,0.02531210217494233,0.7988238397876137,-0.006451284600410334,0.03340167627893286,0.846847337644215,,False,,cutoffs,Full Sample,0.0,
-0.04070018187413382,0.026663125936732104,0.1268954694204519,-0.05579857832986884,0.026663125936732104,0.03637375008249284,-0.05579857832986884,0.033590885897269114,0.09668883465850778,,False,,cutoffs,Full Sample,1.0,
-0.008194016889277456,0.025575097222687155,0.7486723646670115,-0.013229861035777446,0.025575097222687155,0.604950486268385,-0.013229861035777446,0.033329120624046756,0.6914072835439968,,False,,cutoffs,Full Sample,2.0,
0.00223814397048272,0.027595325902214456,0.935357727074262,-0.0003353999723639256,0.027595325902214456,0.9903025652992979,-0.0003353999723639256,0.03507862523520109,0.9923712408791404,,False,,cutoffs,Full Sample,3.0,
0.0019133193926450997,0.021360994663239364,0.9286283632984819,0.006054485252916316,0.021360994663239364,0.7768422632378049,0.006054485252916316,0.02686417805952264,0.8216883946514961,,True,,cutoffs,Full Sample,-3.0,
0.021348000917148124,0.022334136429088446,0.3391499096783225,0.0314601782875055,0.022334136429088446,0.15894932314567567,0.0314601782875055,0.02802196022870282,0.2615660872581451,,True,,cutoffs,Full Sample,-2.0,
0.012930312352740206,0.02309496702151563,0.5755641795862529,0.020561655394320505,0.02309496702151563,0.3733000270364174,0.020561655394320505,0.030135079096017876,0.4950389741161644,,True,,cutoffs,Full Sample,-1.0,
